NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
WPR13LA093,ACC,86039,2012-12-31T13:30:00Z,Las Vegas,Nevada,United States,,N104BK,FALSE,Aviation,DirectorBrief,2015-10-19T04:00:00Z,None,0,0,0,"A missing elevator control assembly attachment bolt, which rendered the elevator control system ineffective and resulted in a loss of pitch control, and the pilot’s incorrect installation of the elevator control assembly.","Aircraft - Aircraft systems - Flight control system - Elevator control system - Failure, Personnel issues - Task performance - Maintenance - Installation - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Attain/maintain not possible",https://data.ntsb.gov/Docket?ProjectID=86039
WPR13LA078,ACC,85918,2012-12-31T12:30:00Z,Chandler,Arizona,United States,,N9507X,FALSE,Aviation,DirectorBrief,2015-11-05T05:00:00Z,None,0,0,0,A loss of engine power during takeoff climb for reasons that could not be determined because postaccident examination and testing of the engine revealed no mechanical malfunctions or failures that would have precluded normal operation.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,https://data.ntsb.gov/Docket?ProjectID=85918
CEN13LA118,ACC,85916,2012-12-31T10:40:00Z,Mc Allen,Texas,United States,,N8053P,FALSE,Aviation,DirectorBrief,2013-06-12T04:00:00Z,None,0,0,0,A loss of engine power due to carburetor icing.,"Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Contributed to outcome, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Not specified",https://data.ntsb.gov/Docket?ProjectID=85916
ERA13CA100,ACC,85921,2012-12-31T10:15:00Z,Rutland,Vermont,United States,,N256DB,FALSE,Aviation,DirectorBrief,2013-07-29T04:00:00Z,None,0,0,0,"The pilot's failure to maintain control of the airplane while maneuvering on a snow-packed surface after landing, which resulted in a collision with a fuel truck.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft handling/service - Towing and taxiing - Taxiing - Incorrect use/operation, Environmental issues - Physical environment - Terrain - Snowy/icy terrain - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=85921
ENG13WA010,INC,85911,2012-12-31T05:00:00Z,"Seoul, South Korea",,Republic Of Korea,,N206UA,FALSE,Aviation,None,2020-11-03T05:00:00Z,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=85911
DCA13WA051,ACC,86168,2012-12-31T05:00:00Z,San Pedro Sula,,Honduras,,HR-AWG,FALSE,Aviation,None,2020-11-03T05:00:00Z,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=86168
CEN13CA120,ACC,85928,2012-12-30T14:00:00Z,Hobart,Indiana,United States,,N641TD,FALSE,Aviation,DirectorBrief,2013-04-03T04:00:00Z,None,0,0,0,"The pilot’s failure to maintain adequate airspeed during landing, which resulted in an aerodynamic stall and subsequent hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Pilot",https://data.ntsb.gov/Docket?ProjectID=85928
WPR13WA187,ACC,86629,2012-12-30T07:45:00Z,"Katra, India",,India,,VT-PHH,FALSE,Aviation,None,2020-11-03T05:00:00Z,Serious,0,1,6,,,https://data.ntsb.gov/Docket?ProjectID=86629
CEN13WA123,ACC,85951,2012-12-29T22:00:00Z,Guatemala,,Guatemala,,N64KW,FALSE,Aviation,None,,Fatal,2,1,0,,,https://data.ntsb.gov/Docket?ProjectID=85951
CEN13LA119,ACC,85919,2012-12-29T12:48:00Z,Big Lake,Texas,United States,,N534MT,FALSE,Aviation,DirectorBrief,2015-02-23T05:00:00Z,None,0,0,0,The loss of engine power due to the fatigue failure of the outer combustion case at the fuel nozzle port. Contributing to the accident was the operator’s failure to conduct the recommended routine inspections of the outer combustion case.,"Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Not serviced/maintained",https://data.ntsb.gov/Docket?ProjectID=85919
