NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
OPS11IA273,INC,78289,2010-12-31T21:34:00Z,Denver,Colorado,United States,,C-FHKA,FALSE,Aviation,DirectorBrief,2011-10-03T04:00:00Z,None,0,0,0,"The driver of the operation vehicle's misidentification of the runway for an adjacent taxiway, resulting in a runway incursion with an aircraft in position for takeoff.",Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Airport personnel,https://data.ntsb.gov/Docket?ProjectID=78289
ERA11LA105,ACC,78090,2010-12-31T17:30:00Z,Dublin,North Carolina,United States,,N4383Q,FALSE,Aviation,DirectorBrief,2011-08-22T04:00:00Z,None,0,0,0,The pilot’s improper touchdown speed which resulted in a runway overrun. Contributing to the accident was the undetermined malfunction of the airspeed indicator.,"Aircraft - Aircraft systems - Indicating/recording systems - Indep instrument (clock, etc) - Not specified, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Malfunction, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Capability exceeded",https://data.ntsb.gov/Docket?ProjectID=78090
WPR11CA097,ACC,78148,2010-12-31T15:50:00Z,Flagstaff,Arizona,United States,,N67F,FALSE,Aviation,DirectorBrief,2011-05-26T04:00:00Z,None,0,0,0,The pilot's failure to maintain directional control during landing that resulted in a ground loop.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=78148
ERA11FA101,ACC,78077,2010-12-31T15:26:00Z,Weyers Cave,Virginia,United States,,"N2876L, N312PH",FALSE,Aviation,DirectorBrief,2012-11-26T05:00:00Z,Fatal,2,0,0,"The inherent limitations of the see-and-avoid concept, which made it difficult for the helicopter pilot to see the airplane before the collision. Contributing to the accident was the airplane pilot’s non-standard entry to the airport traffic pattern, which, contrary to published Federal Aviation Administration guidance, was conducted 500 feet below the airport's published traffic pattern altitude and in a direction that conflicted with the established flow of traffic.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Incorrect use/operation, Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Not specified, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot",https://data.ntsb.gov/Docket?ProjectID=78077
ERA11LA103,ACC,78082,2010-12-31T15:00:00Z,Wimauma,Florida,United States,,N28BA,FALSE,Aviation,DirectorBrief,2011-08-11T04:00:00Z,None,0,0,0,"The mechanic/pilot's failure to detect a visible exhaust gas leak and cracked cylinder head immediately prior to the accident flight, which resulted in a partial loss of engine power during initial climb. Contributing to the accident was an inadequate 100-hour maintenance inspection, which also failed to detect a visible exhaust gas leak.","Aircraft - Aircraft power plant - Power plant - (general) - Failure, Personnel issues - Task performance - Inspection - (general) - Maintenance personnel, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel",https://data.ntsb.gov/Docket?ProjectID=78082
WPR11TA083,ACC,78085,2010-12-31T11:55:00Z,Reedsport,Oregon,United States,,N702FW,FALSE,Aviation,DirectorBrief,2011-11-29T05:00:00Z,None,0,0,0,The pilot's failure to maintain clearance from power lines during a low-level aerial observation flight. Contributing to the accident was pilot's failure to review a route hazards map prior to initiating the flight.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Response/compensation, Personnel issues - Experience/knowledge - Knowledge - Knowledge of geographic area - Pilot",https://data.ntsb.gov/Docket?ProjectID=78085
CEN11FA133,ACC,78075,2010-12-30T10:58:00Z,Milaca,Minnesota,United States,,N9103N,FALSE,Aviation,DirectorBrief,2012-05-15T04:00:00Z,Fatal,2,0,0,The pilot did not recover from an unusual attitude while operating in instrument meteorological conditions following a disconnect of the autopilot system for undetermined reasons. Contributing to the accident were the pilot’s lack of recent flight experience and impairment due to diphenhydramine.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Turbulence - (general) - Not specified, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Not specified, Personnel issues - Experience/knowledge - Experience/qualifications - Recent experience - Pilot, Aircraft - Aircraft systems - Auto flight system - Autopilot system - Not specified, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Physical - Impairment/incapacitation - OTC medication - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Clouds - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=78075
CEN11CA140,ACC,78106,2010-12-29T20:55:00Z,North Lima,Ohio,United States,,N527GT,FALSE,Aviation,DirectorBrief,2011-05-26T04:00:00Z,None,0,0,0,The pilot’s failure to maintain directional control during the landing touchdown.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined",https://data.ntsb.gov/Docket?ProjectID=78106
CEN11CA132,ACC,78071,2010-12-29T14:05:00Z,Abilene,Texas,United States,,N210BH,FALSE,Aviation,DirectorBrief,2011-05-26T04:00:00Z,None,0,0,0,"The pilot’s improper fuel management, which resulted in a loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Action/decision - (general) - (general) - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Not specified",https://data.ntsb.gov/Docket?ProjectID=78071
DCA11IA015,INC,78072,2010-12-29T12:38:00Z,Jackson Hole,Wyoming,United States,AAR1201,N668AA,TRUE,Aviation,Report,2012-07-02T04:00:00Z,None,0,0,0,"a manufacturing defect in a clutch mechanism that prevented the speedbrakes from automatically deploying after touchdown, and the captain’s failure to monitor and extend the speedbrakes manually. Also causal was the failure of the thrust reversers to deploy when initially commanded. Contributing to the incident was the captain’s failure to confirm speedbrake extension before announcing their deployment, and his distraction caused by the thrust reversers’ failure to initially deploy after landing.","Aircraft - Aircraft systems - Flight control system - Drag control system - Malfunction, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft power plant - Engine exhaust - Thrust reverser - Malfunction, Personnel issues - Action/decision - Action - (general) - Pilot, Organizational issues - Development - Manufacture/production - Equipment manufacture - Manufacturer",https://data.ntsb.gov/Docket?ProjectID=78072
ENG11WA017,INC,78364,2010-12-29T05:00:00Z,"Changchun, China",,China,,B-2221,FALSE,Aviation,None,2020-11-03T05:00:00Z,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=78364
ERA11LA106,ACC,78105,2010-12-29T03:23:00Z,Cherry Point,North Carolina,United States,,N854EC,FALSE,Aviation,DirectorBrief,2011-04-07T04:00:00Z,None,0,0,0,The pilot's impairment during cruise flight due to a recurring stroke. Contributing to the accident was the Federal Aviation Administration's inadequate oversight of the pilot's known medical condition.,"Personnel issues - Physical - Impairment/incapacitation - (general) - Pilot, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of personnel - FAA/Regulator, Aircraft - Aircraft structures - (general) - (general) - Capability exceeded",https://data.ntsb.gov/Docket?ProjectID=78105
CEN11RA149,ACC,78138,2010-12-28T15:20:00Z,Jena-Isserstedt,,Germany,,D-HHWR,FALSE,Aviation,None,2020-11-03T05:00:00Z,Serious,0,2,1,,,https://data.ntsb.gov/Docket?ProjectID=78138
CEN11CA136,ACC,78087,2010-12-27T23:46:00Z,Columbus,Ohio,United States,,N888CA,FALSE,Aviation,DirectorBrief,2011-05-26T04:00:00Z,Minor,0,0,1,The pilot’s improper fuel management which resulted in a loss of engine power due to fuel exhaustion.,"Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",https://data.ntsb.gov/Docket?ProjectID=78087
ERA11CA170,ACC,78465,2010-12-27T17:00:00Z,Williamson,Georgia,United States,,N3464V,FALSE,Aviation,DirectorBrief,2011-06-20T04:00:00Z,None,0,0,0,The pilot's inadvertent application of the brakes during a bounced landing resulting in a nose over.,"Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft systems - Landing gear system - Landing gear brakes system - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",https://data.ntsb.gov/Docket?ProjectID=78465
CEN11FA130,ACC,78064,2010-12-27T15:36:00Z,Loveland,Colorado,United States,,N200EP,FALSE,Aviation,DirectorBrief,2014-02-03T05:00:00Z,Fatal,1,0,0,The pilot's intentional flight into terrain.,Personnel issues - Miscellaneous - Intentional act - Suicide - Pilot,https://data.ntsb.gov/Docket?ProjectID=78064
CEN11CA139,ACC,78091,2010-12-25T15:00:00Z,Spooner,Wisconsin,United States,,N6897,FALSE,Aviation,DirectorBrief,2011-05-26T04:00:00Z,None,0,0,0,The pilot's selection of unsuitable terrain for landing on a snow-covered lake.,"Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=78091
CEN11CA135,ACC,78083,2010-12-25T13:30:00Z,Troy,Michigan,United States,,N385AS,FALSE,Aviation,DirectorBrief,2011-05-26T04:00:00Z,None,0,0,0,The pilot's failure to maintain adequate airspeed during the landing which resulted in an inadvertent stall. Contributing to the accident was the structural icing on the airframe.,"Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=78083
ENG11IA011,INC,78108,2010-12-24T21:20:00Z,San Francisco,California,United States,,N248WN,FALSE,Aviation,DirectorBrief,2013-08-08T04:00:00Z,None,0,0,0,"The probable cause of the undercowl in-flight engine fire was the insufficient installation torque of the bolts that secure the fuel manifold cover to the fuel manifold.  Engine vibrations and fuel pressure cycles caused the bolts to gradually loosen further until one bolt lost all its tightening torque and fell out. The internal fuel pressure then forced open the fuel manifold cover at the location of the missing bolt, causing a gap between the two mating surfaces which allowed fuel to push past the integral packing, resulting in a fuel leak onto the hot engine cases where it ignited resulting in a fire.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel distribution - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel",https://data.ntsb.gov/Docket?ProjectID=78108
ERA11LA099,ACC,78070,2010-12-24T16:58:00Z,Syracuse,New York,United States,,N3448B,FALSE,Aviation,DirectorBrief,2012-01-17T05:00:00Z,None,0,0,0,"The pilot’s failure to maintain adequate airspeed during landing with airframe structural icing, resulting in an aerodynamic stall and subsequent hard landing. Contributing to the accident was the pilot’s continued flight into known icing conditions.","Personnel issues - Action/decision - Action - Lack of action - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Snow - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",https://data.ntsb.gov/Docket?ProjectID=78070
CEN11IA146,INC,78124,2010-12-24T15:40:00Z,Milsap,Texas,United States,,N921DZ,FALSE,Aviation,DirectorBrief,2013-01-22T05:00:00Z,None,0,0,0,A total loss of engine power in flight due to a loss of engine oil for reasons that could not be determined during a postaccident teardown examination of the engine.,"Aircraft - Fluids/misc hardware - Fluids - Oil - Fluid level, Not determined - Not determined - (general) - (general) - Unknown/Not determined",https://data.ntsb.gov/Docket?ProjectID=78124
ERA11CA097,ACC,78062,2010-12-24T15:30:00Z,Winnsboro,South Carolina,United States,,N76831,FALSE,Aviation,DirectorBrief,2011-06-08T04:00:00Z,None,0,0,0,The excessive brake inputs by both pilots during the landing roll resulting in the airplane nosing over.,"Personnel issues - Action/decision - Action - Unnecessary action - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation",https://data.ntsb.gov/Docket?ProjectID=78062
