NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
WPR14CA083,ACC,88612,2013-12-31T13:00:00Z,Salinas,California,United States,,N369JJ,FALSE,Aviation,DirectorBrief,2014-04-01T04:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=88612
CEN14WA208,ACC,89093,2013-12-31T12:01:00Z,"Honiley, Warwickshire",,United Kingdom,,N380CR,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=89093
CEN14CA096,ACC,88615,2013-12-30T12:40:00Z,Concordia,Kansas,United States,,N1176M,FALSE,Aviation,DirectorBrief,2014-11-13T05:00:00Z,Minor,0,0,2,"The pilot's failure to maintain a proper glidepath during approach which resulted in the airplane landing long, and his decision to turn off of the runway during the landing roll which resulted in a collision with an earth berm.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=88615
WPR14WA085,ACC,88624,2013-12-30T05:00:00Z,Berastagi,,Indonesia,,PK-DAL,FALSE,Aviation,None,2020-11-03T05:00:00Z,Fatal,1,2,0,,,https://data.ntsb.gov/Docket?ProjectID=88624
CEN14CA095,ACC,88604,2013-12-29T15:10:00Z,Paradis,Louisiana,United States,,N491CC,FALSE,Aviation,DirectorBrief,2014-10-09T04:00:00Z,None,0,0,0,The collision with a bird which resulted in substantial damage to the airplane.,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,https://data.ntsb.gov/Docket?ProjectID=88604
WPR14LA080,ACC,88598,2013-12-29T13:53:00Z,Pacoima,California,United States,,N4936D,FALSE,Aviation,DirectorBrief,2016-10-03T04:00:00Z,Minor,0,0,2,"The flight instructor’s inadequate compensation for the gusting crosswind conditions during landing, which resulted in a loss of airplane control.","Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Ability to respond/compensate, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - Residence/building - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=88598
WPR14CA082,ACC,88607,2013-12-29T13:30:00Z,Roberts,Montana,United States,,N924JS,FALSE,Aviation,DirectorBrief,2014-04-01T04:00:00Z,None,0,0,0,"The pilot's selection of unsuitable terrain during taxi, which resulted in a loss of directional control.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - Snowy/icy terrain - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=88607
WPR14CA097,ACC,88681,2013-12-29T09:30:00Z,Napa,California,United States,,N65298,FALSE,Aviation,DirectorBrief,2014-04-23T04:00:00Z,None,0,0,0,Failure to maintain clearance from obstacles during a descent that resulted in an inadvertent collision with a pole.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Pole - Response/compensation, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=88681
CEN14LA094,ACC,88600,2013-12-28T13:15:00Z,Gladewater,Texas,United States,,N6905G,FALSE,Aviation,DirectorBrief,2014-09-24T04:00:00Z,Minor,0,0,2,The loss of engine power due to carburetor icing.,Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment,https://data.ntsb.gov/Docket?ProjectID=88600
ERA14CA080,ACC,88597,2013-12-28T09:30:00Z,White Plains,New York,United States,,N2056J,FALSE,Aviation,DirectorBrief,2014-02-04T05:00:00Z,Minor,0,0,1,"The flight instructor's failure to maintain airspeed during a practice autorotation, which resulted in a hard landing and subsequent loss of control","Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation",https://data.ntsb.gov/Docket?ProjectID=88597
ERA14CA082,ACC,88609,2013-12-27T18:00:00Z,Littleton,North Carolina,United States,,N1833X,FALSE,Aviation,DirectorBrief,2014-02-04T05:00:00Z,None,0,0,0,The pilot's failure to maintain directional control during takeoff.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",https://data.ntsb.gov/Docket?ProjectID=88609
WPR14LA079,ACC,88596,2013-12-27T11:55:00Z,Lodi,California,United States,,N8848K,FALSE,Aviation,DirectorBrief,2015-01-12T05:00:00Z,None,0,0,0,"The fatigue failure of the crankshaft, which resulted in a total loss of engine power and subsequent forced landing.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Fatigue/wear/corrosion, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=88596
WPR14FA078,ACC,88594,2013-12-26T19:20:00Z,Fresno,California,United States,,N251JM,TRUE,Aviation,DirectorBrief,2015-12-09T05:00:00Z,Fatal,2,0,0,"The pilot’s failure to maintain adequate clearance from trees while on approach, which subsequently led to a loss of airplane control. Also causal was the pilot’s continued operation of the airplane at night with a diagnosed medical condition that degraded his night vision.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Physical - Sensory ability/limitation - Visual function - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on operation, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on personnel",https://data.ntsb.gov/Docket?ProjectID=88594
ERA14FA077,ACC,88587,2013-12-26T06:30:00Z,Biglerville,Pennsylvania,United States,,N8372Y,FALSE,Aviation,DirectorBrief,2015-04-06T04:00:00Z,Fatal,2,0,0,The noninstrument-rated pilot's spatial disorientation after inadvertently encountering instrument meteorological conditions at night and his subsequent loss of airplane control.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot",https://data.ntsb.gov/Docket?ProjectID=88587
WPR14CA077,ACC,88593,2013-12-24T17:25:00Z,Hillsboro,Oregon,United States,,N3531F,FALSE,Aviation,DirectorBrief,2014-04-01T04:00:00Z,Minor,0,0,4,The pilot's decision to continue the instrument approach beyond the published missed approach point.,"Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Incorrect use/operation, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Fog - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=88593
ERA14CA078,ACC,88589,2013-12-24T16:45:00Z,Miami,Florida,United States,,N17223,FALSE,Aviation,DirectorBrief,2014-06-18T04:00:00Z,None,0,0,0,"The pilot's improper flare during a gusty, crosswind landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=88589
WPR14CA076,ACC,88592,2013-12-24T15:10:00Z,Laural,Montana,United States,,N41WY,FALSE,Aviation,DirectorBrief,2014-04-01T04:00:00Z,None,0,0,0,"The pilot's failure to maintain directional control during takeoff with a gusting crosswind, which resulted in the collision with terrain. Contributing to the accident was the pilot's distraction when the door popped open.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Attention - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",https://data.ntsb.gov/Docket?ProjectID=88592
WPR14CA075,ACC,88586,2013-12-24T14:30:00Z,St. Ignatius,Montana,United States,,N5533B,FALSE,Aviation,DirectorBrief,2014-05-21T04:00:00Z,Serious,0,1,0,The non-certificated pilot's failure to maintain a stabilized approach for landing that resulted in a long landing and subsequent runway overrun.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Snow/ice - Contributed to outcome, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot",https://data.ntsb.gov/Docket?ProjectID=88586
ENG14IA005,INC,88584,2013-12-23T17:15:00Z,St. Louis,Missouri,United States,,N360SW,FALSE,Aviation,DirectorBrief,2018-01-12T05:00:00Z,None,0,0,0,"The initial damage to the fan blades was caused by the ingestion of two mallard ducks that caused one or more fan blades to fracture, striking the fan shroud, as well as other passing fan blades, producing various sized blades fragments that created a cascading effect of collateral impact damage to the other fan blades, the fan case, and the inlet cowl. One large blade fragment was deflected out of the fan containment plane, which pierced and exited the inlet cowl in a benign direction.

The engine and airplane met the applicable bird and containment design standards since the engine did not catch on fire, no engine cases exhibited any penetrations, the engine was able to be shutdown normally, and the airplane damage did not impact the safe operation of the airplane or create a hazard to the persons on board.",Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,https://data.ntsb.gov/Docket?ProjectID=88584
