NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
CEN18FA063,ACC,96543,2017-12-31T12:56:00Z,Punta Islita,,Costa Rica,,TI-BEI,FALSE,Aviation,DirectorBrief,2019-12-16T05:00:00Z,Fatal,12,0,0,"The flight crew's failure to maintain airspeed while maneuvering to exit an area of rising terrain, which resulted in an exceedance of the airplane's critical angle of attack and an aerodynamic stall. Contributing to the accident was the flight crew's decision to continue the takeoff toward rising terrain that likely exceeded the airplane's climb capability, the lack of adequate weather reporting available for wind determination, and the lack of documented training for an airport requiring a non-standard departure.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Flight crew, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Flight crew, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Climb capability - Capability exceeded, Organizational issues - Support/oversight/monitoring - Training - (general) - Operator, Organizational issues - Management - Resources - Availability of equipment - Meteorological service",https://data.ntsb.gov/Docket?ProjectID=96543
WPR18WA060,ACC,96557,2017-12-31T05:00:00Z,Cottage Point,,Australia,,VH-NOO,FALSE,Aviation,None,,Fatal,6,0,0,,,https://data.ntsb.gov/Docket?ProjectID=96557
ERA18WA061,ACC,96583,2017-12-30T17:45:00Z,Dom Pedrito,,Brazil,,PR-MLY,FALSE,Aviation,None,,Fatal,1,0,1,,,https://data.ntsb.gov/Docket?ProjectID=96583
CEN18WA067,ACC,96571,2017-12-30T17:42:00Z,Alicante,,Spain,,"N1950M, EC-MMC",FALSE,Aviation,None,,Fatal,1,0,0,,,https://data.ntsb.gov/Docket?ProjectID=96571
WPR18LA058,ACC,96548,2017-12-29T21:30:00Z,San Bernardino,California,United States,,N222AT,FALSE,Aviation,DirectorBrief,2019-03-18T04:00:00Z,None,0,0,0,"The fatigue failure of the left main landing gear (MLG) saddle, which resulted in the pilot's inability to extend the left MLG. Contributing to the accident was the pilot's improper decision to fly the airplane before the annual inspection was completed and the airplane returned to service in an airworthy condition.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Failure, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Fatigue/wear/corrosion, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not inspected, Aircraft - Aircraft handling/service - Maintenance/inspections - Return to service - Not inspected",https://data.ntsb.gov/Docket?ProjectID=96548
DCA18IA081,INC,96614,2017-12-29T19:40:00Z,Pullman,Washington,United States,,N412QX,FALSE,Aviation,DirectorBrief,2019-10-24T04:00:00Z,None,0,0,0,the flight crew's misidentification of the taxiway as the landing runway due to the failure of the runway lighting that caused only the taxiway lights to be illuminated.,"Environmental issues - Operating environment - Airport facilities/design - Airport lighting - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Flight crew",https://data.ntsb.gov/Docket?ProjectID=96614
WPR18FA063,ACC,96565,2017-12-29T15:41:00Z,Ogden,Utah,United States,,N4395R,FALSE,Aviation,DirectorBrief,2020-05-19T04:00:00Z,Fatal,2,0,0,The pilot's failure to maintain clearance from the water while flying over a lake with glassy surface conditions. Contributing to the accident was the pilot's use of three impairing medications.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - Water - Effect on personnel, Personnel issues - Psychological - Perception/orientation/illusion - Perception - Pilot, Personnel issues - Physical - Impairment/incapacitation - Prescription medication - Pilot",https://data.ntsb.gov/Docket?ProjectID=96565
CEN18LA064,ACC,96545,2017-12-28T17:30:00Z,Paulding,Ohio,United States,,N4JW,FALSE,Aviation,DirectorBrief,2019-11-06T05:00:00Z,None,0,0,0,"The loss of engine power while the motor-powered glider was maneuvering due to the fuel unporting in its fuel tank, which resulted in fuel starvation and a subsequent forced landing on unsuitable terrain.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Not specified, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Capability exceeded, Environmental issues - Physical environment - Object/animal/substance - Snow/ice - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=96545
GAA18CA094,ACC,96541,2017-12-28T13:15:00Z,Spearfish,South Dakota,United States,,N11KX,FALSE,Aviation,DirectorBrief,2018-07-05T04:00:00Z,None,0,0,0,The pilot’s inadvertent landing in snow adjacent to the snow-covered runway resulting in a collision with runway signs.,"Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Snow - Effect on personnel, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Contributed to outcome",https://data.ntsb.gov/Docket?ProjectID=96541
GAA18CA096,ACC,96566,2017-12-27T16:30:00Z,Upper Lake,California,United States,,N3945A,FALSE,Aviation,DirectorBrief,2018-03-27T04:00:00Z,None,0,0,0,"The pilot’s failure to maintain adequate airspeed and his exceedance of the airplane’s critical angle of attack during the approach to land, which resulted in an aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=96566
