NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,DocketUrl
CEN16LA079,ACC,92531,2015-12-30T22:55:00Z,Republic,Missouri,United States,,N4643R,FALSE,Aviation,DirectorBrief,2017-05-01T04:00:00Z,Serious,0,1,1,"The pilot's inadequate fuel management, which resulted in fuel starvation and a total loss of engine power during cruise flight.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Environmental issues - Physical environment - Object/animal/substance - (general) - Not specified, Aircraft - Aircraft systems - Equipment/furnishings - Emergency equipment - Not specified",https://data.ntsb.gov/Docket?ProjectID=92531
DCA16WA040,INC,92524,2015-12-30T21:30:00Z,Calgary,,Canada,,C-FRAM,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=92524
GAA16CA095,ACC,92530,2015-12-30T13:30:00Z,Fort Worth,Texas,United States,,N2135B,FALSE,Aviation,DirectorBrief,2016-02-08T05:00:00Z,None,0,0,0,An inadvertent collision with a bird while on downwind in the airport pattern.,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,https://data.ntsb.gov/Docket?ProjectID=92530
CEN16LA076,ACC,92519,2015-12-30T10:00:00Z,Gary,Indiana,United States,,N999VB,FALSE,Aviation,DirectorBrief,2016-12-12T05:00:00Z,None,0,0,0,"The pilot's failure to maintain the glidepath and appropriate airspeed during landing in icing conditions, which resulted in an aerodynamic stall and a hard landing.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=92519
CEN16WA081,INC,92565,2015-12-29T13:58:00Z,Cascais,,Portugal,,G-CHZI,FALSE,Aviation,None,,None,0,0,0,,,https://data.ntsb.gov/Docket?ProjectID=92565
ANC16LA011,ACC,92513,2015-12-29T07:18:00Z,Anchorage,Alaska,United States,,N914CP,FALSE,Aviation,DirectorBrief,2016-06-29T04:00:00Z,Fatal,1,0,0,The pilot's intentional flight into a building.,"Personnel issues - Miscellaneous - Intentional act - Suicide - Pilot, Not determined - Not determined - (general) - (general) - Other authority investigated",https://data.ntsb.gov/Docket?ProjectID=92513
CEN16WA072,ACC,92510,2015-12-28T23:27:00Z,Mascouche,,Canada,,C-GUXC,FALSE,Aviation,None,,Fatal,1,1,0,,,https://data.ntsb.gov/Docket?ProjectID=92510
GAA16CA092,ACC,92508,2015-12-28T12:45:00Z,Stevensville,Maryland,United States,,N9083U,FALSE,Aviation,DirectorBrief,2016-04-05T04:00:00Z,None,0,0,0,"The pilots failure to maintain glide path, descent rate and landing flare, in off shore wind conditions, resulting in a hard landing short of the runway.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Effect on equipment",https://data.ntsb.gov/Docket?ProjectID=92508
CEN16LA069,ACC,92499,2015-12-27T17:56:00Z,Watertown,Wisconsin,United States,,N5PF,FALSE,Aviation,DirectorBrief,2017-06-20T04:00:00Z,Serious,0,1,0,"The pilot’s improper in-flight fuel management, which resulted in a total loss of engine power due to fuel starvation. Contributing to the accident was the pilot’s failure to switch fuel tanks after the engine lost power, and his delayed decision to activate the airframe parachute system, which resulted in his serious injury due to incomplete deployment of the system and the airplane’s improper attitude upon touchdown.","Aircraft - Aircraft systems - Fuel system - (general) - Unintentional use/operation, Personnel issues - Task performance - Workload management - (general) - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",https://data.ntsb.gov/Docket?ProjectID=92499
GAA16CA091,ACC,92507,2015-12-27T17:20:00Z,Grass Valley,California,United States,,N29533,FALSE,Aviation,DirectorBrief,2016-03-14T04:00:00Z,None,0,0,0,The pilot's loss of directional control during the touchdown and the subsequent attempted aborted landing which resulted in a runway excursion and impact with terrain.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",https://data.ntsb.gov/Docket?ProjectID=92507
